"","Rk","Player","Pos","Age","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"560","560","Zion Williamson","PF",23,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5,7.1,0.702,1.7,4.1,5.8,5,1.1,0.7,2.8,2.3,22.9,"22.8",".610",".016",".452","6.2","14.2","10.2","26.5","1.7","2.1","12.8","29.7","4.7","2.8","7.5",".164","3.3","0.6","3.8","3.3"
"561","561","D.J. Wilson","PF",27,2,0,7.5,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,NA,0.5,0.5,1,1,0,1,0,0.5,5,"31.6",".833",".333",".000","7.2","7.5","7.4","22.5","0.0","12.2","0.0","17.3","0.1","0.0","0.1",".355","15.5","7.0","22.4","0.1"
"562","562","Jalen Wilson","PF",23,43,3,15.4,1.8,4.2,0.425,0.6,1.7,0.324,1.2,2.4,0.495,0.492,0.9,1.1,0.826,1.1,2,3,1,0.3,0.1,0.4,1.1,5,"10.8",".537",".413",".257","7.5","14.2","10.8","9.3","0.8","0.5","8.7","14.3","0.6","0.4","1.1",".077","-1.8","-1.1","-2.9","-0.2"
"563","563","Dylan Windler","SF",27,17,0,6.4,0.9,1.8,0.5,0.8,1.6,0.481,0.1,0.2,0.667,0.717,0,0,NA,0.2,0.8,0.9,0.6,0.1,0,0.1,0.4,2.5,"14.2",".717",".900",".000","2.9","13.4","8.1","12.3","0.9","0.0","6.3","12.5","0.3","0.0","0.3",".140","1.7","-1.0","0.7","0.1"
"564","564","James Wiseman","C",22,63,6,17.3,3,4.8,0.613,0,0,0,3,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1,2.2,7.1,"14.8",".637",".007",".334","11.0","23.5","17.2","7.3","0.5","3.1","15.9","16.3","1.3","0.8","2.1",".094","-2.6","-0.9","-3.5","-0.4"
"565","565","Isaiah Wong","SG",23,1,0,4,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,NA,0,0,0,0,0,0,0,0,2,"-1.1",".333",".333",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.4","0.0","0.0","0.0","-0.277","-11.3","-7.7","-19.0","0.0"
"566","566","Christian Wood","PF",28,50,1,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1,0.3,0.7,1,1.4,6.9,"12.3",".568",".432",".356","5.2","26.1","16.2","7.4","0.9","3.3","14.1","17.6","0.0","1.1","1.2",".064","-2.6","-0.2","-2.8","-0.2"
"567","567","Delon Wright","PG",31,47,1,15.8,1.6,4,0.394,0.5,1.4,0.368,1,2.6,0.408,0.46,0.8,1,0.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5,"13.6",".505",".362",".239","2.7","10.0","6.3","20.8","3.5","1.3","6.3","12.8","0.8","0.9","1.7",".109","-2.0","2.5","0.4","0.5"
"568","568","Thaddeus Young","PF",35,33,6,13.3,2,3.3,0.602,0,0.2,0.143,1.9,3.1,0.634,0.606,0.2,0.5,0.4,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2,"15.9",".598",".065",".139","11.7","14.5","13.0","17.9","2.5","1.0","11.6","12.6","0.9","0.4","1.3",".138","-0.5","0.8","0.3","0.2"
"569","569","Trae Young","PG",25,54,54,36,8,18.7,0.43,3.2,8.7,0.373,4.8,10,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2,25.7,"20.3",".585",".465",".404","1.2","7.3","4.2","45.1","1.8","0.5","16.5","30.5","4.0","0.6","4.6",".114","4.9","-2.3","2.6","2.2"
"570","570","Omer Yurtseven","C",25,48,12,11.4,2.1,3.8,0.538,0.1,0.5,0.208,2,3.3,0.588,0.552,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,"15.0",".565",".130",".152","14.7","27.3","21.0","7.7","0.7","2.9","15.9","17.9","0.3","0.4","0.7",".062","-1.6","-1.5","-3.0","-0.1"
"571","571","Cody Zeller","C",31,43,0,7.4,0.6,1.4,0.419,0,0.1,0.333,0.6,1.4,0.424,0.427,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1,1.8,"12.8",".483",".048",".613","16.9","22.0","19.5","15.2","1.4","1.5","16.9","12.9","0.4","0.4","0.8",".124","-2.9","0.3","-2.6","0.0"
"572","572","Ivica Zubac","C",26,68,68,26.4,5,7.6,0.649,0,0,NA,5,7.6,0.649,0.649,1.8,2.4,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,2.6,11.7,"19.3",".671",".000",".320","12.8","26.2","19.7","7.5","0.6","4.2","11.8","16.4","4.5","2.3","6.8",".182","0.8","0.0","0.8","1.3"
